이름,위도,경도,좌표정보(X),좌표정보(Y),속성
신대림한솔솔파크아파트.충심교회,37.48850945,126.8990098,,,버스 정류소
영은교회,37.52526897,126.8887068,,,버스 정류소
국민은행,37.50104976,126.8989145,,,버스 정류소
삼성래미안3차아파트,37.5301194,126.9073122,,,버스 정류소
SK엔카,37.53430417,126.892388,,,버스 정류소
중앙시장,37.48997414,126.9006021,,,버스 정류소
양평역,37.52501544,126.8860675,,,버스 정류소
대림요양병원,37.50235953,126.9000962,,,버스 정류소
영등포동작선관위.산업인력공단,37.52871856,126.9078143,,,버스 정류소
거성파스텔아파트,37.53215357,126.892481,,,버스 정류소
농협.대림2동주민센터,37.49089686,126.9016052,,,버스 정류소
삼성아파트.오목교아래,37.52335561,126.8834445,,,버스 정류소
남부햄.제일빌딩,37.52607022,126.9088699,,,버스 정류소
선유고등학교,37.53319368,126.8946347,,,버스 정류소
대림포교원,37.49208615,126.9030437,,,버스 정류소
벽산아파트,37.523428,126.8820665,,,버스 정류소
성락교회,37.50447409,126.9029288,,,버스 정류소
한강성심병원,37.52336487,126.9106236,,,버스 정류소
대림1동새마을금고,37.49312893,126.904178,,,버스 정류소
신동아아파트.관악고교,37.52160544,126.8852237,,,버스 정류소
도림사거리,37.50627605,126.9016859,,,버스 정류소
근로복지공단.서울남부지사,37.52137898,126.9120283,,,버스 정류소
대림1동주민센터,37.49509487,126.9064113,,,버스 정류소
e편한세상문래에듀플라츠,37.52038148,126.885876,,,버스 정류소
보현약국,37.51252004,126.9092709,,,버스 정류소
태양의집.썬프라자,37.49585016,126.9072567,,,버스 정류소
영신고등학교,37.497379,126.908296,,,버스 정류소
영등포시장.우리은행,37.51917451,126.9083113,,,버스 정류소
신풍역.수녀원,37.49944158,126.9077009,,,버스 정류소
영등포농협,37.51100952,126.9122694,,,버스 정류소
근로복지공단.서울남부지사,37.52140298,126.9121364,,,버스 정류소
현대홈타운아파트,37.52339547,126.8960316,,,버스 정류소
삼성래미안아파트1단지,37.50509613,126.9161695,,,버스 정류소
벽산메가트리움APT,37.51873898,126.8975612,,,버스 정류소
약산약국,37.51141299,126.9142634,,,버스 정류소
한강성심병원,37.52338374,126.9107404,,,버스 정류소
문래역.홈플러스,37.52039641,126.8953235,,,버스 정류소
대영초중고,37.50208004,126.9045763,,,버스 정류소
삼성래미안아파트2단지,37.50674512,126.9142497,,,버스 정류소
영일시장.록스,37.51846233,126.9010145,,,버스 정류소
대신시장,37.51179619,126.9160773,,,버스 정류소
남부햄.제일빌딩,37.52620542,126.9089234,,,버스 정류소
교보생명,37.52061508,126.892716,,,버스 정류소
구.파출소,37.50294996,126.9040024,,,버스 정류소
영등포동작선거관리위원회,37.52835238,126.9080618,,,버스 정류소
GS홈쇼핑앞,37.52103093,126.8900544,,,버스 정류소
영등포역,37.51687985,126.9063363,,,버스 정류소
문래힐스테이트,37.51896723,126.8893638,,,버스 정류소
래미안에스티움,37.49993406,126.9137212,,,버스 정류소
삼성래미안3차아파트,37.53040302,126.9073175,,,버스 정류소
GS25앞,37.52136086,126.8879246,,,버스 정류소
당산역.지하철2호선,37.53460755,126.9022766,,,버스 정류소
당산중학교.한국소방안전원,37.53220513,126.9065118,,,버스 정류소
모랫말.도림새마을금고,37.5084861,126.9001402,,,버스 정류소
삼성래미안동문,37.53108497,126.9048542,,,버스 정류소
양평역,37.52534154,126.886208,,,버스 정류소
도림고가.영등포아트자이,37.51042965,126.8988671,,,버스 정류소
남성아파트,37.51301283,126.8923244,,,버스 정류소
당산센트럴아이파크아파트,37.52950047,126.902244,,,버스 정류소
영은교회,37.52517808,126.888919,,,버스 정류소
도림교회,37.50935458,126.8973131,,,버스 정류소
선화약국,37.51081565,126.9171293,,,버스 정류소
문래자이아파트상가,37.51644985,126.8944903,,,버스 정류소
효성아파트,37.53016562,126.900902,,,버스 정류소
노동부남부지청.영등포세무서,37.52470897,126.8917473,,,버스 정류소
도림동주민센터,37.50879512,126.8964112,,,버스 정류소
푸른숲아파트,37.50870319,126.917481,,,버스 정류소
문래자이정문,37.51709356,126.8963779,,,버스 정류소
대신시장,37.51207968,126.9165623,,,버스 정류소
현대APT후문,37.52429304,126.8944342,,,버스 정류소
코오롱아파트,37.50801598,126.8947231,,,버스 정류소
대성유니드아파트,37.50114261,126.9026848,,,버스 정류소
골프장,37.50885875,126.9199081,,,버스 정류소
문래자이후문,37.516862,126.8986367,,,버스 정류소
농협,37.51132206,126.9132018,,,버스 정류소
영등포구청.우리은행,37.52545202,126.8966133,,,버스 정류소
오거리,37.50910106,126.9202059,,,버스 정류소
문래주민센터,37.51760183,126.8993499,,,버스 정류소
놀이터,37.5100351,126.9224029,,,버스 정류소
금호아파트,37.51876535,126.8979297,,,버스 정류소
크라운사거리,37.50832012,126.9049229,,,버스 정류소
도림동주민센터,37.50873144,126.8964179,,,버스 정류소
도림교회,37.50925623,126.8972934,,,버스 정류소
현대홈타운아파트,37.51956305,126.8915289,,,버스 정류소
건영아파트,37.505796,126.9018697,,,버스 정류소
선유고등학교,37.53330967,126.894602,,,버스 정류소
도림고가.동아에코빌,37.51014517,126.8988984,,,버스 정류소
거성현대6차아파트,37.53271599,126.8920692,,,버스 정류소
도림새마을금고,37.50849717,126.8999696,,,버스 정류소
e편한세상문래에듀플라츠,37.52044154,126.8858398,,,버스 정류소
SK엔카,37.53434119,126.8925511,,,버스 정류소
도림사거리,37.50709666,126.9009519,,,버스 정류소
대림요양병원,37.50249244,126.9000106,,,버스 정류소
선유도역.롯데홈쇼핑,37.53706544,126.8934102,,,버스 정류소
정현부페,37.49941261,126.8978529,,,버스 정류소
당산초등학교,37.53875312,126.8946497,,,버스 정류소
대영초중고,37.502521,126.9041305,,,버스 정류소
노동부남부지청,37.52537638,126.8908752,,,버스 정류소
대림3동주민센터,37.49810393,126.8984308,,,버스 정류소
한신아파트.선유도공원,37.54067773,126.8924837,,,버스 정류소
우성2차아파트,37.49556856,126.8994971,,,버스 정류소
동양아파트,37.54178538,126.8902874,,,버스 정류소
현대6차아파트.거성아파트,37.53071137,126.8937927,,,버스 정류소
대동초등학교,37.49417062,126.8987931,,,버스 정류소
구립복지관,37.49804029,126.9081178,,,버스 정류소
대림역7호선,37.49282322,126.8966199,,,버스 정류소
한솔아파트,37.5438824,126.8880745,,,버스 정류소
문래주민자치센터,37.5169698,126.8987756,,,버스 정류소
태양의집.썬프라자,37.49609517,126.9073953,,,버스 정류소
신길동오거리,37.51034084,126.915856,,,버스 정류소
신기목련아파트,37.5090999,126.915764,,,버스 정류소
경방타임스퀘어.신세계백화점,37.51734983,126.9060874,,,버스 정류소
당산역,37.53278449,126.9040691,,,버스 정류소
대영고등학교.신길센트럴아이파크,37.50487461,126.9048028,,,버스 정류소
대림1동주민센터,37.49505742,126.906237,,,버스 정류소
대림1동새마을금고,37.49334451,126.9042731,,,버스 정류소
대림포교원,37.49241305,126.9032545,,,버스 정류소
농협.대림2동주민센터,37.49082905,126.9013893,,,버스 정류소
신대림한솔솔파크아파트.충심교회,37.488872,126.8992635,,,버스 정류소
신대방1동경남아파트,37.49000918,126.9074088,,,버스 정류소
당서초교,37.53108288,126.8995936,,,버스 정류소
현대3차유원아파트,37.53196816,126.8973272,,,버스 정류소
양화대교전망카페,37.53986169,126.9009863,,,버스 정류소
신풍프라자,37.50187701,126.901635,,,버스 정류소
양화대교전망카페,37.54004272,126.9008701,,,버스 정류소
문래힐스테이트아파트,37.51950197,126.8915156,,,버스 정류소
문래힐스테이트아파트,37.51958803,126.8913663,,,버스 정류소
영등포소방서.타임스퀘어,37.51826798,126.9036347,,,버스 정류소
영등포구청,37.52417548,126.8956658,,,버스 정류소
현대2.3차아파트,37.53266072,126.8968325,,,버스 정류소
신동아아파트.관악고교,37.5223577,126.8854909,,,버스 정류소
당산역,37.53299807,126.9010583,,,버스 정류소
당산소방서,37.53502929,126.8994298,,,버스 정류소
삼성래미안아파트,37.50736323,126.9129976,,,버스 정류소
골프장,37.50894685,126.9199817,,,버스 정류소
삼환아파트,37.50717561,126.9200416,,,버스 정류소
병무청,37.50636364,126.9216465,,,버스 정류소
성당,37.50517527,126.9216046,,,버스 정류소
신길한성아파트,37.50415221,126.9199107,,,버스 정류소
신길중앙새마을금고,37.50541454,126.9126614,,,버스 정류소
대영중학교.신길센트럴아이파크,37.50322053,126.9038084,,,버스 정류소
래미안영등포프레비뉴아파트,37.50584645,126.9078134,,,버스 정류소
신길힐스테이트클래시안아파트,37.50566938,126.9114923,,,버스 정류소
신길파크자이아파트,37.504866,126.914049,,,버스 정류소
해군회관,37.50422999,126.9160206,,,버스 정류소
신길보라매SK뷰아파트,37.50404201,126.9198915,,,버스 정류소
성당,37.50506344,126.9216616,,,버스 정류소
병무청,37.50636369,126.9217306,,,버스 정류소
삼환아파트,37.50724704,126.9201493,,,버스 정류소
오거리,37.50874506,126.9215742,,,버스 정류소
해군회관,37.50449876,126.9158973,,,버스 정류소
영등포역후문,37.51454272,126.907859,,,버스 정류소
신길GS자이아파트정문,37.50628416,126.9171355,,,버스 정류소
신길GS자이아파트후문,37.50611007,126.9158135,,,버스 정류소
신길4동주민센터,37.50818975,126.9115637,,,버스 정류소
우신초등학교,37.50957608,126.9107329,,,버스 정류소
우신초등학교,37.50938542,126.9106526,,,버스 정류소
신길GS자이아파트정문,37.50615828,126.9171891,,,버스 정류소
63빌딩.한강유람선,37.5212665,126.9401191,,,버스 정류소
여의나루역,37.52726963,126.9321272,,,버스 정류소
푸른숲아파트,37.5087142,126.9175933,,,버스 정류소
영등포푸르지오,37.51176195,126.903448,,,버스 정류소
대우미래사랑,37.51225003,126.9009775,,,버스 정류소
영등포아트자이,37.51132689,126.8992079,,,버스 정류소
영등포아트자이,37.51090431,126.8989335,,,버스 정류소
대우미래사랑,37.51190424,126.9003605,,,버스 정류소
영등포푸르지오후문,37.51315612,126.903355,,,버스 정류소
대한항공훈련센터,37.54588757,126.8122991,,,버스 정류소
여의나루역,37.526534,126.9329262,,,버스 정류소
당산역,37.53496892,126.8998317,,,버스 정류소
은성병원,37.52707526,126.9056749,,,버스 정류소
동작상떼빌아파트,37.48652651,126.9045851,,,버스 정류소
신대방경남아파트,37.49034446,126.9076799,,,버스 정류소
신대방현대아파트,37.49536478,126.9115629,,,버스 정류소
보라매공원,37.49683634,126.9163121,,,버스 정류소
보라매역.동작세무서,37.49814461,126.9201857,,,버스 정류소
강남중학교,37.50380795,126.9218343,,,버스 정류소
현대아파트,37.51318422,126.9314306,,,버스 정류소
현대아파트.유한양행,37.51329595,126.9323746,,,버스 정류소
노량진수산시장.CTS기독교TV,37.513381,126.9384491,,,버스 정류소
노량진수산시장.CTS기독교TV,37.51354384,126.9388586,,,버스 정류소
노량진역,37.51372311,126.9438017,,,버스 정류소
노량진역,37.51388591,126.9447075,,,버스 정류소
노들역,37.51276424,126.9492442,,,버스 정류소
노들역,37.51274492,126.9509622,,,버스 정류소
갯마을앞,37.49752572,126.9832924,,,버스 정류소
정금마을.방배경찰서,37.490902,126.982473,,,버스 정류소
경문고교.배나무골앞,37.490902,126.982473,,,버스 정류소
총신대입구역.남성시장입구앞,37.48822074,126.9820983,,,버스 정류소
사당동우체국앞,37.48323104,126.9818325,,,버스 정류소
방배노인종합복지관,37.48068301,126.9816987,,,버스 정류소
강남중학교앞,37.50356257,126.9217279,,,버스 정류소
서울지방병무청앞,37.50688911,126.9230907,,,버스 정류소
공군호텔,37.51005222,126.9243783,,,버스 정류소
대방역,37.512624,126.926249,,,버스 정류소
KT동작지사,37.51321142,126.9356451,,,버스 정류소
노량진역,37.51359804,126.9417374,,,버스 정류소
노량진역,37.51382396,126.9433511,,,버스 정류소
사육신공원,37.5134887,126.9462295,,,버스 정류소
사육신공원,37.51303762,126.9486334,,,버스 정류소
노들역,37.51274484,126.9508933,,,버스 정류소
노들역,37.51259195,126.9508484,,,버스 정류소
흑석동효사정앞,37.51137716,126.9611501,,,버스 정류소
흑석동효사정앞,37.51152317,126.9611832,,,버스 정류소
흑석역.흑석동빗물펌프장,37.50831935,126.9633145,,,버스 정류소
흑석역.명수대현대아파트,37.50759543,126.9651287,,,버스 정류소
흑석역.명수대현대아파트,37.50756328,126.9655774,,,버스 정류소
흑석동명수대현대아파트,37.50722759,126.9664186,,,버스 정류소
비계,37.50641744,126.9680937,,,버스 정류소
비계,37.50642871,126.9685796,,,버스 정류소
흑석동한강현대아파트,37.50583855,126.9717439,,,버스 정류소
흑석동한강현대아파트,37.50564567,126.9711166,,,버스 정류소
동작역.국립현충원,37.50248042,126.9769886,,,버스 정류소
동작역.국립현충원,37.50311662,126.9765396,,,버스 정류소
사당1동관악시장앞,37.47671294,126.9779559,,,버스 정류소
예술인마을,37.47603024,126.9728532,,,버스 정류소
서울공업고등학교,37.49979865,126.9224304,,,버스 정류소
서울공업고등학교,37.49992251,126.9215701,,,버스 정류소
대림초등학교,37.49968818,126.9264845,,,버스 정류소
대림초등학교,37.49980118,126.9261253,,,버스 정류소
성대시장,37.50001396,126.9308925,,,버스 정류소
성대시장,37.50021765,126.9315057,,,버스 정류소
상도초등학교입구,37.50337999,126.9366932,,,버스 정류소
상도초등학교입구,37.50294786,126.93578,,,버스 정류소
장승배기역,37.50465822,126.9385408,,,버스 정류소
동작문화복지센터.동작보건소,37.50506265,126.9407835,,,버스 정류소
동작문화복지센터.동작보건소,37.50524465,126.9419042,,,버스 정류소
상도노빌리티아파트,37.50489144,126.9458529,,,버스 정류소
상도노빌리티아파트,37.50430582,126.946827,,,버스 정류소
상도터널노량진동,37.51224403,126.9541478,,,버스 정류소
상도터널노량진동,37.51201183,126.9536826,,,버스 정류소
상도터널상도동,37.50467328,126.949631,,,버스 정류소
상도터널상도동,37.50396466,126.9494306,,,버스 정류소
상도시장,37.50169318,126.9487551,,,버스 정류소
상도시장,37.502778,126.948163,,,버스 정류소
상도동중앙하이츠빌.상도전통시장,37.49882913,126.9512142,,,버스 정류소
상도동중앙하이츠빌.상도전통시장,37.49861971,126.9516462,,,버스 정류소
숭실대입구역,37.49680581,126.9529748,,,버스 정류소
숭실대입구역,37.49623408,126.9534723,,,버스 정류소
숭실대입구역,37.49638489,126.953594,,,버스 정류소
봉현초등학교,37.4917184,126.9563815,,,버스 정류소
봉천고개.관악현대아파트,37.49173741,126.9565303,,,버스 정류소
숭실대정문앞,37.49522679,126.9569587,,,버스 정류소
숭실대정문앞,37.49527697,126.9572702,,,버스 정류소
숭실대별관앞,37.49470868,126.9603085,,,버스 정류소
숭실대별관앞,37.49485732,126.9600062,,,버스 정류소
사당5치안센터,37.48905577,126.9657575,,,버스 정류소
총신대,37.48870743,126.9660451,,,버스 정류소
총신대,37.48776454,126.9664216,,,버스 정류소
사당중학교,37.48644156,126.9680374,,,버스 정류소
사당중학교,37.48656718,126.9680896,,,버스 정류소
남성역,37.48482286,126.9706795,,,버스 정류소
남성역,37.48472809,126.9706224,,,버스 정류소
사당시장,37.4835408,126.9734049,,,버스 정류소
사당시장,37.48349211,126.9731962,,,버스 정류소
남성초등학교,37.48429909,126.9790316,,,버스 정류소
남성초등학교,37.4844307,126.9790392,,,버스 정류소
이수역9번출구,37.48469983,126.9802139,,,버스 정류소
이수역10번출구,37.48482806,126.9801901,,,버스 정류소
신대방삼거리,37.49777459,126.9278439,,,버스 정류소
신대방삼거리,37.49816144,126.9280528,,,버스 정류소
보라매병원입구,37.494675,126.927175,,,버스 정류소
동작구청.노량진초등학교앞,37.51037221,126.9400732,,,버스 정류소
동작구청.노량진초등학교앞,37.51055852,126.9402118,,,버스 정류소
장성교회,37.50820859,126.9400124,,,버스 정류소
청화병원,37.50725949,126.9399895,,,버스 정류소
중앙대학교,37.5078097,126.961299,,,버스 정류소
중앙대학교,37.50854604,126.9614095,,,버스 정류소
중앙대학교,37.50839099,126.9613167,,,버스 정류소
7호선장승배기역.상도2치안센터,37.50418035,126.9391795,,,버스 정류소
7호선장승배기역.상도2치안센터,37.50433694,126.9392596,,,버스 정류소
상도2동아이파크.포스코더샵아파트,37.50149825,126.940866,,,버스 정류소
상도2동아이파크.포스코더샵아파트,37.50116179,126.9412631,,,버스 정류소
신상도초등학교,37.49913861,126.9437675,,,버스 정류소
중앙대후문,37.50480829,126.953685,,,버스 정류소
중앙대후문,37.5045505,126.953565,,,버스 정류소
중앙대정문,37.50675726,126.9579616,,,버스 정류소
중앙대중문,37.50656535,126.9571144,,,버스 정류소
중앙대정문,37.50716154,126.9588934,,,버스 정류소
신대방역,37.48748816,126.9122654,,,버스 정류소
신대방역,37.48755199,126.9122539,,,버스 정류소
동작상떼빌아파트,37.48832565,126.9071695,,,버스 정류소
신대방경남아파트,37.48841313,126.9072125,,,버스 정류소
흑석동한강현대아파트,37.50572821,126.9701021,,,버스 정류소
서울특별시.보라매병원,37.49282367,126.9240505,,,버스 정류소
신상도초등학교,37.49934471,126.9436417,,,버스 정류소
상도4동약수맨션,37.4980785,126.9435771,,,버스 정류소
경향렉스빌.롯데캐슬,37.49593383,126.9428787,,,버스 정류소
경향렉스빌.롯데캐슬,37.49598527,126.9427357,,,버스 정류소
흑석역.명수대현대아파트,37.50781652,126.964735,,,버스 정류소
상도4동약수맨션,37.4979576,126.9433612,,,버스 정류소
동작역.국립현충원,37.50274808,126.9766016,,,버스 정류소
동작역.국립현충원,37.50286234,126.9767969,,,버스 정류소
래미안상도3차중문,37.50001092,126.9538674,,,버스 정류소
금양빌딩,37.49952017,126.9534825,,,버스 정류소
동작구청정문,37.51237601,126.9401217,,,버스 정류소
상도SH빌아파트상도팰리스후문,37.50255548,126.9537625,,,버스 정류소
상도SH빌아파트상도팰리스후문,37.50312344,126.9543348,,,버스 정류소
상도3차삼성래미안후문,37.50104763,126.9537721,,,버스 정류소
상도3차삼성래미안후문,37.50095508,126.9536707,,,버스 정류소
상도1동주민센터.상도3차래미안,37.49862797,126.9531056,,,버스 정류소
상도1동주민센터.상도3차래미안,37.49812945,126.9533104,,,버스 정류소
노들역앞,37.5132434,126.9521461,,,버스 정류소
대방역1번출구앞,37.51308296,126.9277043,,,버스 정류소
대방역.여의교앞,37.51470779,126.9273337,,,버스 정류소
노들역4번출구앞,37.51253377,126.9533583,,,버스 정류소
동작실버센터입구,37.51304605,126.9567755,,,버스 정류소
사당동대아신협앞,37.4833243,126.9760879,,,버스 정류소
사당역9번출구앞,37.477237,126.98152,,,버스 정류소
사당롯데캐슬골든포레.사당해그린,37.49305514,126.9626339,,,버스 정류소
사당솔밭도서관,37.48402019,126.9670386,,,버스 정류소
효주파크빌,37.50269774,126.9267077,,,버스 정류소
남성초등학교입구,37.48372018,126.9769421,,,버스 정류소
벽산아파트,37.49771462,126.9218278,,,버스 정류소
정금마을,37.49374747,126.9812412,,,버스 정류소
이수힐스테이트,37.49421989,126.9797936,,,버스 정류소
사당역10번출구,37.4786209,126.9815917,,,버스 정류소
현대2차아파트후문,37.51070612,126.9319846,,,버스 정류소
극동상가,37.49169438,126.9740877,,,버스 정류소
삼성래미안.롯데캐슬,37.48973597,126.9709869,,,버스 정류소
자이아파트정문앞,37.48913066,126.9627637,,,버스 정류소
달마사,37.49967912,126.9606943,,,버스 정류소
상도4동성문교회,37.4986759,126.9394895,,,버스 정류소
사자암,37.49377133,126.9362909,,,버스 정류소
노들역.노량진교회,37.51238216,126.9544839,,,버스 정류소
사당3동주민센터.대림현대아파트,37.48618282,126.9725283,,,버스 정류소
행복유치원,37.49632497,126.9405406,,,버스 정류소
이수역,37.48498148,126.9806371,,,버스 정류소
보라매공원,37.49466022,126.9184733,,,버스 정류소
신대방삼거리역,37.50035761,126.9277415,,,버스 정류소
현대2차아파트후문,37.51105926,126.9320667,,,버스 정류소
극동아파트110동,37.49034355,126.9746403,,,버스 정류소
극동아파트110동,37.49082323,126.9740887,,,버스 정류소
대림아파트후문,37.48866495,126.972199,,,버스 정류소
자이아파트상가앞,37.48870473,126.9631743,,,버스 정류소
삼성래미안아파트,37.49812532,126.959189,,,버스 정류소
충남정육점,37.499014,126.939915,,,버스 정류소
당곡중.고등학교,37.49305242,126.9353476,,,버스 정류소
대림프라자,37.48390675,126.9738072,,,버스 정류소
롯데캐슬,37.48975961,126.9712334,,,버스 정류소
보라매공원입구,37.49682753,126.9177036,,,버스 정류소
강현중학교,37.50204506,126.9278261,,,버스 정류소
구중앙슈퍼앞,37.49462097,126.9355644,,,버스 정류소
유앤미아파트,37.50099453,126.9603185,,,버스 정류소
로고스교회,37.49759409,126.9317684,,,버스 정류소
극동아파트112동,37.48858393,126.9762739,,,버스 정류소
삼일공원,37.486916,126.973932,,,버스 정류소
사당종합체육관,37.49247809,126.9695808,,,버스 정류소
숭실대후문,37.49509948,126.9610275,,,버스 정류소
화성목욕탕,37.49966101,126.9406179,,,버스 정류소
갑을명가아파트,37.49370655,126.9345975,,,버스 정류소
사당시장,37.48317705,126.9751092,,,버스 정류소
롯데캐슬아파트,37.49684768,126.9430552,,,버스 정류소
삼거리,37.48561724,126.9682812,,,버스 정류소
대방어린이도서관,37.50296202,126.9254343,,,버스 정류소
성심슈퍼,37.4951207,126.9343786,,,버스 정류소
중앙빌리지.동부센트레빌,37.50170404,126.9602765,,,버스 정류소
롯데캐슬.샤인,37.49097594,126.9714287,,,버스 정류소
남성초등학교.사당청소년문화의집,37.48611373,126.9749136,,,버스 정류소
신남성초교후문,37.48902728,126.9646078,,,버스 정류소
현대아이파크,37.50085419,126.9415431,,,버스 정류소
영은교회,37.49438102,126.9340428,,,버스 정류소
이수시너스.이수역7번출구,37.48386183,126.9818642,,,버스 정류소
갑을명가,37.48253217,126.9666429,,,버스 정류소
성남중고,37.50454672,126.9252662,,,버스 정류소
청운종합복지관,37.49559528,126.9334657,,,버스 정류소
은로초등학교,37.5034674,126.960959,,,버스 정류소
롯데캐슬.샤인,37.49111527,126.9710728,,,버스 정류소
동작삼일수영장,37.48746172,126.9747212,,,버스 정류소
삼거리우편물취급소,37.48419795,126.9771093,,,버스 정류소
사당.인정아파트,37.48996548,126.9649565,,,버스 정류소
선재유통,37.49462846,126.9327583,,,버스 정류소
중앙대병원,37.5077717,126.9606702,,,버스 정류소
밤골터널,37.501672,126.945834,,,버스 정류소
동작고교,37.48185479,126.9663716,,,버스 정류소
대림아파트후문.성남중.고교,37.50570712,126.9247957,,,버스 정류소
구동사무소,37.49608881,126.9324013,,,버스 정류소
중대부속초등학교,37.50585545,126.9611081,,,버스 정류소
국사봉중학교,37.49318004,126.9437673,,,버스 정류소
국민은행4번출구,37.50445855,126.9376865,,,버스 정류소
빙수골공영주차장,37.49525711,126.9321132,,,버스 정류소
상도역7호선,37.50280709,126.9471577,,,버스 정류소
이수역,37.48476758,126.9804163,,,버스 정류소
성원샹떼빌앞,37.48778871,126.9081159,,,버스 정류소
대방동주민센터,37.50828336,126.9261997,,,버스 정류소
빙수골마을공원,37.49653643,126.9320755,,,버스 정류소
중앙대병원후문.흑석시장,37.50691339,126.9617396,,,버스 정류소
방범초소,37.49417287,126.9437489,,,버스 정류소
주택가,37.50533437,126.9367896,,,버스 정류소
백경세탁소,37.4966213,126.9307599,,,버스 정류소
중앙대중문,37.50659413,126.9571962,,,버스 정류소
중대후문입구,37.5044548,126.9500568,,,버스 정류소
신대방1동주민센터,37.48716542,126.9095978,,,버스 정류소
주공아파트남도학숙,37.50875015,126.9290481,,,버스 정류소
상도3동주민센터,37.49916025,126.9312317,,,버스 정류소
삼성래미안.동작청소년문화의집,37.50560973,126.9344506,,,버스 정류소
푸른초장교회,37.497826,126.9300612,,,버스 정류소
중앙대후문,37.50500793,126.953564,,,버스 정류소
이화약국,37.50495608,126.9504763,,,버스 정류소
숭의여중.고교,37.50798172,126.9300355,,,버스 정류소
현대한의원,37.50017676,126.9325341,,,버스 정류소
사당문화복지관,37.48523634,126.9695136,,,버스 정류소
사회복지관앞,37.50607719,126.9330875,,,버스 정류소
7호선신대방삼거리역2번출구.국민은행,37.49877552,126.9287056,,,버스 정류소
대림프라자,37.48346272,126.9745229,,,버스 정류소
상도국주도서관.터널경로당,37.50658623,126.9512378,,,버스 정류소
동광교회,37.5015637,126.934454,,,버스 정류소
남성역,37.48407337,126.9721644,,,버스 정류소
대방목욕탕,37.50710392,126.9323664,,,버스 정류소
건영아파트,37.50787646,126.9515806,,,버스 정류소
갯마을,37.49635617,126.9825539,,,버스 정류소
현대아파트,37.51205101,126.9319969,,,버스 정류소
경문고등학교,37.49012555,126.9824318,,,버스 정류소
삼거리우편물취급소,37.48421361,126.9772624,,,버스 정류소
밤골.상도역,37.50212818,126.9455556,,,버스 정류소
남부교회,37.50896881,126.932247,,,버스 정류소
정금마을,37.49428566,126.9825719,,,버스 정류소
동작고등학교,37.48168006,126.9662557,,,버스 정류소
KT동작지사,37.51221133,126.9344593,,,버스 정류소
7호선장승배기역2번출구,37.503948,126.9389589,,,버스 정류소
총신대역,37.48756221,126.9820631,,,버스 정류소
남성초등학교.사당청소년문화의집,37.48619807,126.9750193,,,버스 정류소
동원베네스트,37.503476,126.945143,,,버스 정류소
신동아정문,37.51015387,126.9512219,,,버스 정류소
천주교,37.4834548,126.9669182,,,버스 정류소
해태타워앞,37.49111347,126.9245498,,,버스 정류소
경성의원.LG전자앞,37.51265325,126.93592,,,버스 정류소
상도2동주민센터,37.5051468,126.9417657,,,버스 정류소
동작상도국주도서관,37.506333,126.950649,,,버스 정류소
삼일공원,37.48698,126.974047,,,버스 정류소
부강탕,37.50439479,126.9459369,,,버스 정류소
대방역1번출구,37.51302385,126.9274446,,,버스 정류소
극동아파트앞,37.51107777,126.9513259,,,버스 정류소
이수역,37.48655561,126.98201,,,버스 정류소
삼거리,37.48562441,126.9683397,,,버스 정류소
전문건설회관.보라매병원,37.49236515,126.9249284,,,버스 정류소
대림아파트후문,37.48846601,126.972598,,,버스 정류소
상도브라운스톤,37.50525468,126.9438043,,,버스 정류소
노들역5번출구,37.5123052,126.9521065,,,버스 정류소
대림아파트,37.50537099,126.9467353,,,버스 정류소
상도역.하나은행,37.50378212,126.9472606,,,버스 정류소
봉천고개관악현대아파트,37.49212258,126.9565744,,,버스 정류소
동작삼일수영장,37.48727837,126.9746717,,,버스 정류소
동작고교.사당5동주민센터,37.4851321,126.9675256,,,버스 정류소
건영아파트,37.50691849,126.9479581,,,버스 정류소
우성201동.극동112동,37.48820686,126.9759857,,,버스 정류소
삼호APT.오네뜨아파트,37.48653953,126.9656171,,,버스 정류소
상도감리교회,37.50548908,126.9414604,,,버스 정류소
남부교회,37.50919851,126.932127,,,버스 정류소
도시가스.두산아파트,37.50518175,126.9447261,,,버스 정류소
7호선신대방삼거리역4번출구,37.4997824,126.9267424,,,버스 정류소
우성아파트,37.50836501,126.9471342,,,버스 정류소
숭실대입구역2번출구,37.49616002,126.9535349,,,버스 정류소
시장입구,37.48946623,126.9771508,,,버스 정류소
신남성초교입구,37.48794364,126.9645305,,,버스 정류소
새소망교회,37.50641371,126.9419819,,,버스 정류소
대방목욕탕,37.50716428,126.9322554,,,버스 정류소
본동초등학교,37.51076237,126.9534784,,,버스 정류소
코오롱하늘채아파트,37.49917418,126.9238957,,,버스 정류소
강남교회.오거리,37.51028193,126.9449398,,,버스 정류소
봉천고개현대아파트,37.4918637,126.9563946,,,버스 정류소
신동아아파트,37.48999343,126.9765395,,,버스 정류소
LG아파트상가,37.4886191,126.9635773,,,버스 정류소
신동아아파트701동앞,37.50753224,126.9431187,,,버스 정류소
사회복지관앞,37.50592142,126.9331132,,,버스 정류소
동작우체국,37.49782359,126.9238803,,,버스 정류소
테니스장.우성아파트304동,37.49061167,126.9759279,,,버스 정류소
자이아파트정문앞,37.48929209,126.9628078,,,버스 정류소
신동아관리사무소,37.50836511,126.9439938,,,버스 정류소
삼성래미안.동작청소년문화의집,37.50556643,126.9348054,,,버스 정류소
