명칭,지번주소,도로명주소,GRS80TM_X,GRS80TM_Y,latitude,longitude,Station_ID,Station_line,Area,구분(보류),주소(혼재)
언남중학교,서울특별시 서초구 양재동 310,서울특별시 서초구 동산로 55,,,37.47240137,127.0442813,,,,중학교,
유한공업고등학교,서울특별시 구로구 항동 1-7,서울특별시 구로구 경인로 8,,,37.48791416,126.8232907,,,,고등학교,
서울대길초등학교,서울특별시 영등포구 신길동 4482,서울특별시 영등포구 대방천로 206,,,37.49811236,126.9131739,,,,초등학교,
자양중학교,서울특별시 광진구 자양동 524-10,서울특별시 광진구 뚝섬로41길 33,,,37.53539805,127.074384,,,,중학교,
동국대학교사범대학부속여자중학교,서울특별시 광진구 구의동 238-1,서울특별시 광진구 광나루로36길 47,,,37.54192936,127.0869731,,,,중학교,
삼선중학교,서울특별시 성북구 동소문동4가 278-174,서울특별시 성북구 동소문로3길 69,,,37.59174763,127.0078716,,,,중학교,
개원중학교,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,,,37.49163975,127.0714157,,,,중학교,
서울상현초등학교,서울특별시 동작구 상도동 531-1,서울특별시 동작구 상도로58길 21,,,37.49487439,126.9526884,,,,초등학교,
서울동의초등학교,서울특별시 광진구 구의동 4-5,서울특별시 광진구 영화사로 111,,,37.55342244,127.0990473,,,,초등학교,
경복여자고등학교,서울특별시 강서구 등촌동 131,서울특별시 강서구 화곡로63길 40,,,37.55782183,126.8505957,,,,고등학교,
서울이태원초등학교,서울특별시 용산구 이태원동 406,서울특별시 용산구 녹사평대로40길 19,,,37.53647771,126.9876727,,,,초등학교,
혜성여자고등학교,서울특별시 노원구 하계동 산16-47,서울특별시 노원구 노원로16길 2,,,37.64055021,127.0736197,,,,고등학교,
선정고등학교,서울특별시 은평구 갈현동 227-5,서울특별시 은평구 서오릉로20길 19,,,37.61870451,126.9090316,,,,고등학교,
개웅중학교,서울특별시 구로구 개봉동 273-15,서울특별시 구로구 개봉로11길 81,,,37.4875269,126.8510711,,,,중학교,
서울남산초등학교,서울특별시 중구 남산동2가 2,서울특별시 중구 퇴계로22길 17,,,37.55978374,126.9867556,,,,초등학교,
서울중광초등학교,서울특별시 광진구 중곡동 220-22,서울특별시 광진구 긴고랑로13길 59,,,37.56524214,127.082693,,,,초등학교,
서울이수초등학교,서울특별시 서초구 방배동 468-6,서울특별시 서초구 방배천로4길 23,,,37.47837133,126.9844171,,,,초등학교,
등원중학교,서울특별시 강서구 등촌동 707-4,서울특별시 강서구 화곡로65길 50,,,37.55971763,126.8516806,,,,중학교,
서울성서초등학교,서울특별시 마포구 성산동 31-1,서울특별시 마포구 성미산로7길 24,,,37.56059575,126.9109242,,,,초등학교,
동명여자중학교,서울특별시 서대문구 천연동 31-1,서울특별시 서대문구 독립문로 49,,,37.56861542,126.9622529,,,,중학교,
용산중학교,서울특별시 용산구 용산동2가 1-1623,서울특별시 용산구 두텁바위로 74,,,37.54600281,126.9809763,,,,중학교,
천호중학교,서울특별시 강동구 천호동 38-1,서울특별시 강동구 상암로 153,,,37.54651926,127.139698,,,,중학교,
서울고현초등학교,서울특별시 강동구 상일동 121,서울특별시 강동구 상일로11길 110,,,37.55380091,127.1660305,,,,초등학교,
서울석촌초등학교,서울특별시 송파구 석촌동 267,서울특별시 송파구 가락로11길 26,,,37.50263063,127.1052122,,,,초등학교,
서울잠신초등학교,서울특별시 송파구 잠실동 22-4,서울특별시 송파구 잠실로 32,,,37.51411407,127.0879435,,,,초등학교,
서울군자초등학교,서울특별시 동대문구 장안동 239-2,서울특별시 동대문구 한천로6길 21,,,37.56412232,127.0605233,,,,초등학교,
서울유현초등학교,서울특별시 강북구 수유동 466-52,서울특별시 강북구 인수봉로37길 24,,,37.63234717,127.011421,,,,초등학교,
용문중학교,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17가길 46,,,37.58869033,127.0246608,,,,중학교,
서울신남초등학교,서울특별시 양천구 신월동 587,서울특별시 양천구 남부순환로83길 44,,,37.51652866,126.8447962,,,,초등학교,
한국삼육고등학교,서울특별시 노원구 공릉동 26-38,서울특별시 노원구 화랑로 815,,,37.64335737,127.1088503,,,,고등학교,
서울용강초등학교,서울특별시 마포구 대흥동 51,서울특별시 마포구 백범로17길 9,,,37.54910215,126.9440443,,,,초등학교,
서울경일초등학교,서울특별시 성동구 성수동1가 656-32,서울특별시 성동구 뚝섬로 332,,,37.5409419,127.0466051,,,,초등학교,
유석초등학교,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로69길 9,,,37.56080588,126.8537249,,,,초등학교,
서울서이초등학교,서울특별시 서초구 서초동 1334-2,서울특별시 서초구 서운로 35,,,37.49156467,127.025618,,,,초등학교,
서울송원초등학교,서울특별시 성동구 송정동 72-8,서울특별시 성동구 동일로43길 9,,,37.55415927,127.0695262,,,,초등학교,
보성여자중학교,서울특별시 용산구 용산동2가 1-1123,서울특별시 용산구 신흥로3가길 66,,,37.54308154,126.9842842,,,,중학교,
서울숭례초등학교,서울특별시 성북구 종암동 22-1,서울특별시 성북구 종암로5길 14,,,37.59452119,127.0352972,,,,초등학교,
서울홍은초등학교,서울특별시 서대문구 홍제동 286-5,서울특별시 서대문구 세검정로 105,,,37.59754027,126.949458,,,,초등학교,
서울문영여자중학교,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,,,37.47290457,126.9509181,,,,중학교,
서울탑산초등학교,서울특별시 강서구 가양동 1473,서울특별시 강서구 허준로 109,,,37.56701719,126.8523683,,,,초등학교,
서울영중초등학교,서울특별시 영등포구 영등포동7가 53,서울특별시 영등포구 양산로 185,,,37.5241433,126.9036955,,,,초등학교,
서울신양초등학교,서울특별시 광진구 자양동 504,서울특별시 광진구 능동로 42,,,37.53462395,127.0699953,,,,초등학교,
관악고등학교,서울특별시 영등포구 양평동2가 12-1,서울특별시 영등포구 영등포로6길 26,,,37.52179166,126.8829505,,,,고등학교,
서울연희초등학교,서울특별시 서대문구 연희동 88-1,서울특별시 서대문구 연희로 136,,,37.56904593,126.9341423,,,,초등학교,
번동중학교,서울특별시 강북구 번동 231,서울특별시 강북구 오현로35길 87,,,37.63244533,127.0362077,,,,중학교,
은평고등학교,서울특별시 은평구 구산동 164,서울특별시 은평구 갈현로15길 51,,,37.60984462,126.9057368,,,,고등학교,
광성고등학교,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20,,,37.54869756,126.9359696,,,,고등학교,
서울양천초등학교,서울특별시 강서구 가양동 272-11,서울특별시 강서구 양천로 329,,,37.57018817,126.8395397,,,,초등학교,
리라아트고등학교,서울특별시 중구 예장동 8-40,서울특별시 중구 소파로2길 24,,,37.55711546,126.988252,,,,고등학교,
경성중학교,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,,,37.56351064,126.9191663,,,,중학교,
서울공업고등학교,서울특별시 동작구 대방동 390-5,서울특별시 동작구 대방동1길 46,,,37.50190126,126.9223834,,,,고등학교,
서울외국어고등학교,서울특별시 도봉구 창동 35,서울특별시 도봉구 덕릉로66길 22,,,37.64578079,127.0515087,,,,고등학교,
서울대현초등학교,서울특별시 강남구 대치동 969,서울특별시 강남구 역삼로98길 16,,,37.50372159,127.0635654,,,,초등학교,
서울증산초등학교,서울특별시 은평구 증산동 212,서울특별시 은평구 증산서길 61,,,37.58256527,126.9042764,,,,초등학교,
서울문화고등학교,서울특별시 도봉구 방학동 723-17,서울특별시 도봉구 마들로 598,,,37.66413143,127.0472858,,,,고등학교,
서울등현초등학교,서울특별시 강서구 등촌동 702-5,서울특별시 강서구 화곡로65길 124,,,37.56145118,126.8475984,,,,초등학교,
서울남성초등학교,서울특별시 동작구 사당동 324-22,서울특별시 동작구 사당로23길 57-14,,,37.48459498,126.9754874,,,,초등학교,
중랑중학교,서울특별시 중랑구 중화동 276-1,서울특별시 중랑구 동일로140길 33,,,37.60535089,127.0807928,,,,중학교,
진선여자중학교,서울특별시 강남구 역삼동 713,서울특별시 강남구 선릉로85길 27,,,37.50232303,127.0482866,,,,중학교,
서울새솔초등학교,서울특별시 중랑구 신내동 241,서울특별시 중랑구 신내역로1길 164,,,37.61798909,127.1113284,,,,초등학교,
서울방학초등학교,서울특별시 도봉구 방학동 302,서울특별시 도봉구 도당로9길 34,,,37.66393373,127.032748,,,,초등학교,
서울공연예술고등학교,서울특별시 구로구 궁동 147-1,서울특별시 구로구 오리로22나길 16-26,,,37.49993066,126.8326087,,,,고등학교,
서울서초초등학교,서울특별시 서초구 서초동 1310-6,서울특별시 서초구 서운로 178,,,37.49904877,127.0248915,,,,초등학교,
서울청구초등학교,서울특별시 중구 신당동 330-2,서울특별시 중구 다산로 170,,,37.55911668,127.0137244,,,,초등학교,
서울길원초등학교,서울특별시 성북구 길음동 1280-4,서울특별시 성북구 길음로 15길 55,,,37.60906464,127.0167996,,,,초등학교,
서울신미림초등학교,서울특별시 구로구 신도림동 398-28,서울특별시 구로구 신도림로 26,,,37.50714192,126.8795527,,,,초등학교,
양정중학교,서울특별시 양천구 목동 911-2,서울특별시 양천구 안양천로 1039,,,37.53538402,126.8877343,,,,중학교,
서울무학초등학교,서울특별시 성동구 하왕십리동 950-1,서울특별시 성동구 무학봉15길 21,,,37.56327474,127.0296135,,,,초등학교,
서울오봉초등학교,서울특별시 도봉구 도봉동 608-22,서울특별시 도봉구 시루봉로 285,,,37.67175795,127.040259,,,,초등학교,
서울중대초등학교,서울특별시 송파구 송파동 191,서울특별시 송파구 송파대로36길 8,,,37.4998119,127.1136055,,,,초등학교,
선린중학교,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,,,37.54276984,126.9660387,,,,중학교,
서울신석초등학교,서울특별시 마포구 신수동 429-2,서울특별시 마포구 대흥로 33,,,37.54453582,126.9377793,,,,초등학교,
이화여자고등학교,서울특별시 중구 정동 32-1,서울특별시？중구？정동길26,,,37.56617664,126.9713244,,,,고등학교,
서울우암초등학교,서울특별시 서초구 우면동 58,서울특별시 서초구 바우뫼로7길 38,,,37.47229555,127.0237234,,,,초등학교,
금천고등학교,서울특별시 금천구 시흥동 산24-4,서울특별시 금천구 시흥대로38길 26,,,37.44480673,126.9049018,,,,고등학교,
당산서중학교,서울특별시 영등포구 당산동5가 5,서울특별시 영등포구 당산로41길 12,,,37.53248394,126.8988251,,,,중학교,
서라벌고등학교,서울특별시 노원구 중계동 313,서울특별시 노원구 한글비석로5길 18,,,37.64525653,127.0758406,,,,고등학교,
서울목운초등학교,서울특별시 양천구 목동 922,서울특별시 양천구 목동동로 235,,,37.52700952,126.8730442,,,,초등학교,
미림여자고등학교,서울특별시 관악구 신림동 1557-1,서울특별시 관악구 호암로 546,,,37.4661018,126.9319279,,,,고등학교,
선일여자중학교,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,,,37.62030421,126.9119931,,,,중학교,
잠실고등학교,서울특별시 송파구 신천동 17-1,서울특별시 송파구 올림픽로33길 71,,,37.52293043,127.106515,,,,고등학교,
문정고등학교,서울특별시 송파구 문정동 90,서울특별시 송파구 송이로34길 62,,,37.4851785,127.1266921,,,,고등학교,
서울체육중학교,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232,,,37.52233038,127.1298226,,,,중학교,
서울신화초등학교,서울특별시 도봉구 창동 504-33,서울특별시 도봉구 우이천로 120,,,37.63319504,127.0408842,,,,초등학교,
청운중학교,서울특별시 종로구 청운동 89-142,서울특별시 종로구 창의문로 51,,,37.58916985,126.9710959,,,,중학교,
영란여자중학교,서울특별시 중랑구 망우동 220,서울특별시 중랑구 망우로73길 56,,,37.6031324,127.1053324,,,,중학교,
동양고등학교,서울특별시 강서구 가양동 1464,서울특별시 강서구 허준로 50,,,37.56901968,126.8470811,,,,고등학교,
양서중학교,서울특별시 양천구 신월동 169-4,서울특별시 양천구 남부순환로 380,,,37.53262929,126.8291351,,,,중학교,
서울전자고등학교,서울특별시 서초구 방배동 2727,서울특별시 서초구 과천대로 852-23,,,37.46972182,126.9883284,,,,고등학교,
서울노원초등학교,서울특별시 노원구 상계동 1014,서울특별시 노원구 동일로230나길 32,,,37.67359347,127.0584544,,,,초등학교,
숭인중학교,서울특별시 동대문구 답십리동 463-1,서울특별시 동대문구 천호대로47길 34,,,37.57392046,127.0440889,,,,중학교,
세화여자고등학교,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,,,37.50199646,126.99423,,,,고등학교,
강신중학교,서울특별시 양천구 신월동 1010,서울특별시 양천구 남부순환로 604,,,37.51513716,126.8381601,,,,중학교,
성암국제무역고등학교,서울특별시 강북구 미아동 320-1,서울특별시 강북구 도봉로29길 52,,,37.62041353,127.0239059,,,,고등학교,
상봉중학교,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,,,37.60152799,127.0901246,,,,중학교,
대신고등학교,서울특별시 종로구 행촌동 171-1,서울특별시 종로구 사직로 9,,,37.57312377,126.9612545,,,,고등학교,
개운중학교,서울특별시 성북구 돈암동 83-145,서울특별시 성북구 북악산로 935,,,37.59462665,127.0248421,,,,중학교,
서울공항초등학교,서울특별시 강서구 마곡동 397-2,서울특별시 강서구 마곡서1로 68,,,37.56302167,126.8216459,,,,초등학교,
대광중학교,서울특별시 동대문구 신설동 53-3,서울특별시 동대문구 안암로 6,,,37.57795467,127.0253235,,,,중학교,
서울용암초등학교,서울특별시 용산구 용산동2가 5-2147,서울특별시 용산구 녹사평대로60길 39,,,37.5453029,126.9894348,,,,초등학교,
광운중학교,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24,,,37.61923977,127.0565452,,,,중학교,
서울화일초등학교,서울특별시 강서구 화곡동 61-184,서울특별시 강서구 까치산로10길 70,,,37.54072601,126.8474076,,,,초등학교,
서울청덕초등학교,서울특별시 성북구 정릉동 847,서울특별시 성북구 정릉로9라길 11,,,37.61203173,127.0003334,,,,초등학교,
서울풍납초등학교,서울특별시 송파구 풍납동 165,서울특별시 송파구 풍성로 43,,,37.53440483,127.1172037,,,,초등학교,
서울개롱초등학교,서울특별시 송파구 오금동 159,서울특별시 송파구 문정로 211,,,37.49736261,127.1398881,,,,초등학교,
서울동교초등학교,서울특별시 마포구 망원동 426-5,서울특별시 마포구 월드컵로25길 86,,,37.55862448,126.9024006,,,,초등학교,
상계제일중학교,서울특별시 노원구 중계동 132,서울특별시 노원구 덕릉로86길 29-15,,,37.6610756,127.0780785,,,,중학교,
서울포이초등학교,서울특별시 강남구 개포동 1273,서울특별시 강남구 개포로22길 87,,,37.47591562,127.0525106,,,,초등학교,
성동공업고등학교,서울특별시 중구 흥인동 1-1,서울특별시 중구 다산로 290,,,37.56936315,127.0172917,,,,고등학교,
광신고등학교,서울특별시 관악구 신림동 산87-6,서울특별시 관악구 광신길 141,,,37.4644762,126.9259406,,,,고등학교,
당산중학교,서울특별시 영등포구 당산동 121,서울특별시 영등포구 버드나루로 160,,,37.53203308,126.907614,,,,중학교,
서울방배초등학교,서울특별시 서초구 방배동 861-1,서울특별시 서초구 방배중앙로13길 26,,,37.4867641,126.9871924,,,,초등학교,
서울예술고등학교,서울특별시 종로구 평창동 217,서울특별시 종로구 평창문화로 70,,,37.60575682,126.9678907,,,,고등학교,
보인고등학교,서울특별시 송파구 오금동 162,서울특별시 송파구 오금로49길 18,,,37.4975692,127.1395178,,,,고등학교,
가산중학교,서울특별시 금천구 독산동 300-21,서울특별시 금천구 시흥대로115길 48,,,37.46877706,126.8944749,,,,중학교,
중앙여자고등학교,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7,,,37.56317672,126.9540593,,,,고등학교,
서울망우초등학교,서울특별시 중랑구 망우동 153-1,서울특별시 중랑구 망우로72길 49,,,37.59873698,127.1038418,,,,초등학교,
서울서래초등학교,서울특별시 서초구 방배동 771,서울특별시 서초구 방배로 260,,,37.496404,126.9901565,,,,초등학교,
서울강신초등학교,서울특별시 양천구 신월동 6-7,서울특별시 양천구 월정로 280,,,37.54209971,126.8295837,,,,초등학교,
서울대은초등학교,서울특별시 은평구 대조동 82-5,서울특별시 은평구 통일로69길 12-15,,,37.61236712,126.9258698,,,,초등학교,
서울중원초등학교,서울특별시 노원구 중계동 502,서울특별시 노원구 섬밭로 316,,,37.64398229,127.0627832,,,,초등학교,
장원중학교,서울특별시 중구 신당동 432-35,서울특별시 중구 동호로15길 93-34,,,37.55396452,127.0060429,,,,중학교,
서울송파초등학교,서울특별시 송파구 송파동 114,서울특별시 송파구 백제고분로 400,,,37.50713737,127.111119,,,,초등학교,
서울오현초등학교,서울특별시 강북구 번동 248,서울특별시 강북구 월계로 221,,,37.62341912,127.0465761,,,,초등학교,
서울행림초등학교,서울특별시 동작구 사당동 산32-114,서울특별시 동작구 솔밭로 47,,,37.48280761,126.9649643,,,,초등학교,
중계중학교,서울특별시 노원구 중계동 358-3,서울특별시 노원구 덕릉로76길 23,,,37.65563822,127.0752409,,,,중학교,
서울상곡초등학교,서울특별시 노원구 상계동 678,서울특별시 노원구 노원로38길 34,,,37.66290401,127.0620747,,,,초등학교,
서울방송고등학교,서울특별시 성동구 옥수동 556-1,서울특별시 성동구 동호로5길 131,,,37.54777448,127.0110373,,,,고등학교,
서울풍성초등학교,서울특별시 송파구 풍납동 388-8,서울특별시 송파구 강동대로2길 13,,,37.52629486,127.1134884,,,,초등학교,
서울구남초등학교,서울특별시 광진구 구의동 587-95,서울특별시 광진구 구의강변로 69,,,37.53709659,127.0922888,,,,초등학교,
한세사이버보안고등학교,서울특별시 마포구 아현동 771,서울특별시 마포구 마포대로11길 44-80,,,37.55178983,126.9520321,,,,고등학교,
서울석계초등학교,서울특별시 성북구 석관동 27-3,서울특별시 성북구 한천로58길 273,,,37.60881368,127.0697321,,,,초등학교,
서울창도초등학교,서울특별시 도봉구 방학동 722-9,서울특별시 도봉구 방학로 32-28,,,37.66413487,127.048784,,,,초등학교,
숭문고등학교,서울특별시 마포구 대흥동 28-14,서울특별시 마포구 숭문길 99,,,37.55087275,126.9457596,,,,고등학교,
신목고등학교,서울특별시 양천구 신정동 330-3,서울특별시 양천구 안양천로 739,,,37.51290943,126.8736069,,,,고등학교,
서울송중초등학교,서울특별시 강북구 미아동 94-1,서울특별시 강북구 오현로 9,,,37.61700008,127.0314657,,,,초등학교,
서울매헌초등학교,서울특별시 서초구 양재동 311-1,서울특별시 서초구 언남길 8,,,37.47126248,127.0420698,,,,초등학교,
하나고등학교,서울특별시 은평구 진관동 134-2,서울특별시 은평구 연서로 535,,,37.64163759,126.9369302,,,,고등학교,
목동고등학교,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,,,37.50921598,126.860143,,,,고등학교,
영훈고등학교,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19,,,37.61468187,127.0280933,,,,고등학교,
연북중학교,서울특별시 서대문구 연희동 141,서울특별시 서대문구 연희로36길 32,,,37.57758095,126.9384801,,,,중학교,
서울삼일초등학교,서울특별시 동작구 사당동 산18-38,서울특별시 동작구 사당로23나길 27,,,37.48823549,126.9751016,,,,초등학교,
영신여자고등학교,서울특별시 노원구 중계동 118,서울특별시 노원구 중계로16나길 13,,,37.65245208,127.0832893,,,,고등학교,
영파여자고등학교,서울특별시 송파구 풍납동 501,서울특별시 송파구 올림픽로 565,,,37.53273562,127.1197395,,,,고등학교,
수명중학교,서울특별시 강서구 내발산동 757,서울특별시 강서구 수명로2길 16,,,37.54856699,126.8240596,,,,중학교,
서울용마초등학교,서울특별시 광진구 중곡동 135-1,서울특별시 광진구 천호대로113길 10,,,37.55782735,127.0835274,,,,초등학교,
세명컴퓨터고등학교,서울특별시 은평구 불광동 445-35,서울특별시 은평구 통일로92가길 33,,,37.6277708,126.9232499,,,,고등학교,
영신간호비즈니스고등학교,서울특별시 노원구 중계동 118,서울특별시 노원구 중계로16나길 13,,,37.65245208,127.083205,,,,고등학교,
운현초등학교,서울특별시 종로구 운니동 114-7,서울특별시 종로구 삼일대로 460,,,37.57663053,126.9881575,,,,초등학교,
창동고등학교,서울특별시 도봉구 창동 694-10,서울특별시 도봉구 노해로62길 7,,,37.65103577,127.0388191,,,,고등학교,
성신여자고등학교,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 동소문로26가길 80,,,37.59428963,127.0224072,,,,고등학교,
방화중학교,서울특별시 강서구 방화동 636-1,서울특별시 강서구 개화동로27길 9,,,37.56433471,126.8071069,,,,중학교,
충암중학교,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5,,,37.58464029,126.9218095,,,,중학교,
서울인헌초등학교,서울특별시 관악구 봉천동 212-3,서울특별시 관악구 낙성대로 23,,,37.47675499,126.9598639,,,,초등학교,
서울불암초등학교,서울특별시 노원구 중계동 366-2,서울특별시 노원구 중계로 178,,,37.65078442,127.0806018,,,,초등학교,
성재중학교,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36,,,37.56944938,126.8452953,,,,중학교,
서울지향초등학교,서울특별시 양천구 신정동 1284,서울특별시 양천구 신정로11길 74,,,37.51283768,126.8370238,,,,초등학교,
서울잠동초등학교,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122,,,37.51833846,127.099931,,,,초등학교,
온곡중학교,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,,,37.66058142,127.0643327,,,,중학교,
서울컨벤션고등학교,서울특별시 강동구 고덕동 295-1,서울특별시 강동구 동남로 964,,,37.5592845,127.1580303,,,,고등학교,
예일여자고등학교,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,,,37.6109459,126.9147928,,,,고등학교,
서울도성초등학교,서울특별시 강남구 역삼동 714,서울특별시 강남구 역삼로 313,,,37.50146201,127.0488722,,,,초등학교,
서울문백초등학교,서울특별시 금천구 시흥동 564-5,서울특별시 금천구 시흥대로47길 43-1,,,37.44709025,126.8986974,,,,초등학교,
도봉고등학교,서울특별시 도봉구 도봉동 556,서울특별시 도봉구 도봉산길 27,,,37.68675501,127.0425784,,,,고등학교,
예일초등학교,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,,,37.6109459,126.9147928,,,,초등학교,
서울대청초등학교,서울특별시 강남구 동 712,서울특별시 강남구 양재대로55길 28,,,37.4931481,127.0877673,,,,초등학교,
면목중학교,서울특별시 중랑구 면목동 490,서울특별시 중랑구 용마산로70길 37,,,37.58321586,127.0963033,,,,중학교,
서울행현초등학교,서울특별시 성동구 행당동 317-18,서울특별시 성동구 행당로 95,,,37.55770899,127.029368,,,,초등학교,
선린인터넷고등학교,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,,,37.54278138,126.9660387,,,,고등학교,
풍성중학교,서울특별시 송파구 풍납동 388-16,서울특별시 송파구 강동대로2길 27,,,37.52543858,127.1128839,,,,중학교,
신창중학교,서울특별시 노원구 월계동 805-5,서울특별시 노원구 월계로45길 92,,,37.6285588,127.0474776,,,,중학교,
서울길음초등학교,서울특별시 성북구 길음동 635-7,서울특별시 성북구 길음로 142,,,37.61363115,127.01666,,,,초등학교,
서울고등학교,서울특별시 서초구 서초동 1526-1,서울특별시 서초구 효령로 197,,,37.48429306,127.0049019,,,,고등학교,
세화고등학교,서울특별시 서초구 반포동 753,서울특별시 서초구 신반포로 56-7,,,37.50199646,126.99423,,,,고등학교,
상문고등학교,서울특별시 서초구 방배동 1000-2,서울특별시 서초구 명달로 45,,,37.47975543,127.0039168,,,,고등학교,
서울개일초등학교,서울특별시 강남구 개포동 174,서울특별시 강남구 개포로 401,,,37.48621414,127.0577406,,,,초등학교,
성암여자중학교,서울특별시 강북구 미아동 320-1,서울특별시 강북구 도봉로29길 52,,,37.62041353,127.0239059,,,,중학교,
인창중학교,서울특별시 서대문구 충정로2가 70,서울특별시 서대문구 경기대로 65,,,37.56488513,126.9640232,,,,중학교,
서울응봉초등학교,서울특별시 성동구 응봉동 193,서울특별시 성동구 독서당로62길 28,,,37.55025339,127.0338297,,,,초등학교,
계성초등학교,서울특별시 서초구 반포동 6-1,서울특별시 서초구 신반포로19길 23,,,37.5049159,126.9968257,,,,초등학교,
고려대학교사범대학부속중학교,서울특별시 성북구 정릉동 660,서울특별시 성북구 정릉로 161,,,37.60783857,127.0028302,,,,중학교,
월촌중학교,서울특별시 양천구 목동 909,서울특별시 양천구 목동서로 31,,,37.53706518,126.8827588,,,,중학교,
서울홍릉초등학교,서울특별시 동대문구 청량리동 206-44,서울특별시 동대문구 회기로 90,,,37.59068752,127.0477051,,,,초등학교,
상암중학교,서울특별시 마포구 상암동 1657,서울특별시 마포구 상암산로1길 26,,,37.57905692,126.8875508,,,,중학교,
천일중학교,서울특별시 강동구 천호동 313-5,서울특별시 강동구 천중로 57,,,37.54590987,127.1276362,,,,중학교,
신상중학교,서울특별시 노원구 상계동 754-4,서울특별시 노원구 동일로216길 42,,,37.65190308,127.0639869,,,,중학교,
효문고등학교,서울특별시 도봉구 쌍문동 468,서울특별시 도봉구 우이천로 432,,,37.65269871,127.0184005,,,,고등학교,
한성여자고등학교,서울특별시 성북구 삼선동2가 392-2,서울특별시 성북구 삼선교로16길 117,,,37.5830649,127.0117841,,,,고등학교,
서울디자인고등학교,서울특별시 마포구 염리동 150,서울특별시 마포구 백범로 139,,,37.54670177,126.9469053,,,,고등학교,
서울상지초등학교,서울특별시 마포구 상암동 1676,서울특별시 마포구 월드컵로42길 30,,,37.57975102,126.8820736,,,,초등학교,
서울동명초등학교,서울특별시 성동구 마장동 556,서울특별시 성동구 마장로29길 29,,,37.56812285,127.0351082,,,,초등학교,
충암초등학교,서울특별시 은평구 응암동 746-17,서울특별시 은평구 가좌로5길 5,,,37.58464029,126.9218095,,,,초등학교,
서울양전초등학교,서울특별시 강남구 개포동 183,서울특별시 강남구 개포로 513,,,37.49028284,127.0694253,,,,초등학교,
경복고등학교,서울특별시 종로구 청운동 89-9,서울특별시 종로구 자하문로28가길 9,,,37.58594567,126.9715109,,,,고등학교,
대원고등학교,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26,,,37.56249279,127.0894374,,,,고등학교,
동북초등학교,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,,,37.65634868,127.0268766,,,,초등학교,
서울상경초등학교,서울특별시 노원구 상계동 621,서울특별시 노원구 수락산로 237,,,37.67050507,127.0516742,,,,초등학교,
백석중학교,서울특별시 강서구 등촌동 520-5,서울특별시 강서구 등촌로51나길 35,,,37.54829091,126.8589539,,,,중학교,
서울시흥초등학교,서울특별시 금천구 시흥동 841-19,서울특별시 금천구 독산로23길 26,,,37.45534062,126.9046393,,,,초등학교,
서울신현초등학교,서울특별시 중랑구 신내동 663,서울특별시 중랑구 봉화산로 188,,,37.60581459,127.0935852,,,,초등학교,
서울구로초등학교,서울특별시 구로구 구로동 443,서울특별시 구로구 구로중앙로27나길 9,,,37.49746187,126.8865543,,,,초등학교,
한양중학교,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299,,,37.5658716,127.0114433,,,,중학교,
서울여자중학교,서울특별시 마포구 염리동 128-2,서울특별시 마포구 백범로25길 34,,,37.5477805,126.94907,,,,중학교,
선정중학교,서울특별시 은평구 갈현동 227-5,서울특별시 은평구 서오릉로20길 19,,,37.61870451,126.9090316,,,,중학교,
서울연천초등학교,서울특별시 은평구 불광동 346-153,서울특별시 은평구 연서로34길 22,,,37.62134929,126.9299179,,,,초등학교,
용강중학교,서울특별시 용산구 이촌동 301-78,서울특별시 용산구 이촌로65가길 91,,,37.52157693,126.9754853,,,,중학교,
서울충무초등학교,서울특별시 중구 장충동2가 173-7,서울특별시 중구 퇴계로50길 13,,,37.56194948,127.0012351,,,,초등학교,
